employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
58960,Operations,region_33,Master's & above,m,other,1,39,5,7,0,,no_promoted
21996,Analytics,region_7,Bachelor's,m,other,1,27,3,2,0,83,no_promoted
76096,Procurement,region_26,Bachelor's,f,other,1,36,3,9,0,68,no_promoted
61655,Sales & Marketing,region_6,Bachelor's,m,other,1,35,4,9,0,49,no_promoted
58528,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,43,3,2,0,49,no_promoted
74584,Finance,region_26,Bachelor's,m,other,1,31,5,5,0,57,no_promoted
61960,Finance,region_22,Bachelor's,f,other,1,27,4,4,0,56,no_promoted
53673,Sales & Marketing,region_32,Bachelor's,m,other,3,34,2,6,0,49,no_promoted
9964,Procurement,region_24,Bachelor's,m,other,1,34,3,7,0,76,no_promoted
75746,Finance,region_13,Master's & above,m,sourcing,1,40,3,6,0,60,no_promoted
61398,Legal,region_2,Bachelor's,m,other,1,31,4,6,0,58,no_promoted
58649,Sales & Marketing,region_25,Master's & above,m,other,1,31,4,6,0,52,no_promoted
68693,Sales & Marketing,region_2,,m,referred,1,24,,1,0,51,no_promoted
39379,Sales & Marketing,region_15,Master's & above,m,sourcing,1,48,3,6,0,55,no_promoted
11988,Sales & Marketing,region_7,,m,other,1,25,2,4,0,51,no_promoted
60209,Analytics,region_22,Bachelor's,f,sourcing,1,26,,1,0,85,no_promoted
22369,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,34,4,6,0,42,no_promoted
5273,Sales & Marketing,region_31,Master's & above,m,sourcing,1,37,5,9,0,52,no_promoted
54265,HR,region_20,Master's & above,m,other,1,39,4,4,0,41,no_promoted
21858,Procurement,region_27,Bachelor's,m,other,2,26,,1,0,70,no_promoted
59165,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,2,2,0,49,no_promoted
7300,Analytics,region_22,Bachelor's,m,sourcing,1,30,1,6,0,86,no_promoted
13246,Finance,region_28,Master's & above,f,other,1,32,5,2,0,59,no_promoted
67128,Technology,region_7,Master's & above,m,sourcing,1,34,1,7,0,84,no_promoted
72806,Sales & Marketing,region_20,,m,other,1,24,,1,0,51,no_promoted
71964,Operations,region_15,Bachelor's,m,sourcing,1,37,5,4,1,73,promoted
15894,Sales & Marketing,region_4,Bachelor's,m,other,1,28,,1,0,57,no_promoted
22344,Operations,region_14,Master's & above,f,sourcing,1,46,5,17,0,63,no_promoted
12355,Operations,region_2,Bachelor's,m,sourcing,1,25,3,2,0,58,no_promoted
45918,Procurement,region_14,Bachelor's,f,other,1,27,5,2,0,73,no_promoted
19559,Operations,region_32,Bachelor's,f,other,1,38,3,11,0,59,no_promoted
62253,Finance,region_2,Bachelor's,m,sourcing,1,34,3,9,0,64,no_promoted
53305,HR,region_2,Master's & above,f,other,1,56,5,14,0,46,no_promoted
37388,Operations,region_20,Bachelor's,f,other,1,34,3,5,0,57,no_promoted
47651,Technology,region_2,Master's & above,f,other,2,42,3,15,0,81,no_promoted
58261,Sales & Marketing,region_11,Bachelor's,m,other,1,29,2,5,0,51,no_promoted
44329,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,5,4,0,50,no_promoted
53812,Sales & Marketing,region_28,Master's & above,m,sourcing,1,39,5,9,0,47,no_promoted
48648,HR,region_19,Bachelor's,m,sourcing,1,26,,1,0,48,no_promoted
77160,Operations,region_11,Bachelor's,m,other,1,36,4,7,0,62,no_promoted
49976,Operations,region_22,Master's & above,f,other,1,35,3,10,0,65,no_promoted
14940,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,27,3,6,0,47,no_promoted
37145,Sales & Marketing,region_2,Master's & above,m,other,2,44,5,7,1,46,no_promoted
20460,Procurement,region_2,Master's & above,m,other,1,39,2,9,0,72,no_promoted
59714,Sales & Marketing,region_3,Bachelor's,m,other,1,32,3,6,0,50,no_promoted
38508,Analytics,region_22,Bachelor's,f,other,1,34,3,6,1,81,no_promoted
3830,Technology,region_2,Master's & above,f,other,2,36,2,7,0,81,no_promoted
34014,Operations,region_2,Bachelor's,f,other,3,40,3,9,0,58,no_promoted
46066,Technology,region_2,Master's & above,f,referred,1,36,5,9,0,75,promoted
22435,Sales & Marketing,region_17,Bachelor's,m,other,1,31,1,3,0,52,no_promoted
56522,Legal,region_11,Bachelor's,m,other,1,32,3,4,0,54,no_promoted
71873,Operations,region_15,Bachelor's,m,other,1,37,2,8,0,58,no_promoted
4335,Finance,region_32,Bachelor's,m,sourcing,1,27,1,2,0,56,no_promoted
9495,Procurement,region_2,Bachelor's,f,other,1,54,5,20,0,67,no_promoted
33832,Sales & Marketing,region_7,Bachelor's,m,other,2,37,1,7,0,52,no_promoted
38903,Technology,region_2,Bachelor's,m,referred,1,36,4,3,0,81,no_promoted
16979,Sales & Marketing,region_2,Bachelor's,m,other,1,52,5,9,0,,no_promoted
18345,Finance,region_25,Bachelor's,m,sourcing,2,32,3,9,0,63,promoted
44217,Sales & Marketing,region_25,,m,sourcing,3,25,5,3,0,49,no_promoted
68186,Analytics,region_22,Master's & above,m,other,4,32,4,5,0,81,no_promoted
10720,Finance,region_4,Bachelor's,m,sourcing,1,31,3,6,0,,promoted
6849,Operations,region_2,,m,sourcing,1,25,,1,0,60,no_promoted
34654,Operations,region_27,Bachelor's,m,other,2,46,4,3,0,60,no_promoted
24896,Procurement,region_7,Master's & above,f,sourcing,1,33,3,10,0,72,no_promoted
7490,Sales & Marketing,region_28,Bachelor's,m,other,2,31,1,6,0,49,no_promoted
60126,Technology,region_4,Bachelor's,m,sourcing,1,27,3,4,0,77,no_promoted
37239,Technology,region_28,Master's & above,m,sourcing,1,35,4,8,0,79,promoted
62155,Technology,region_2,Bachelor's,m,other,1,25,2,4,0,78,no_promoted
36407,Technology,region_6,Bachelor's,f,other,1,42,3,10,0,79,no_promoted
66985,Procurement,region_15,Bachelor's,m,other,1,45,3,13,0,71,no_promoted
66770,Operations,region_22,Master's & above,m,other,1,41,4,7,0,65,no_promoted
20873,Operations,region_23,Bachelor's,f,sourcing,1,37,3,5,0,,promoted
60593,Operations,region_24,Bachelor's,f,sourcing,1,27,,1,0,59,no_promoted
38874,Sales & Marketing,region_15,Bachelor's,m,referred,1,27,4,2,0,47,no_promoted
33585,Procurement,region_2,Bachelor's,f,other,1,34,5,5,0,75,no_promoted
4618,Finance,region_8,Bachelor's,f,other,1,30,2,3,0,59,no_promoted
8132,Technology,region_11,Master's & above,f,other,1,37,1,4,0,80,no_promoted
69654,Sales & Marketing,region_32,Bachelor's,f,other,2,28,,1,0,50,no_promoted
46200,Finance,region_2,Master's & above,m,sourcing,1,35,2,5,0,67,no_promoted
45836,Analytics,region_26,Bachelor's,m,other,2,27,,1,0,84,no_promoted
77031,Analytics,region_31,Bachelor's,m,sourcing,1,30,3,4,0,85,no_promoted
6721,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,1,15,0,53,no_promoted
70475,Procurement,region_11,Bachelor's,f,other,1,32,5,2,0,66,promoted
15487,Procurement,region_2,Bachelor's,m,sourcing,5,46,4,17,0,70,no_promoted
57111,HR,region_32,Bachelor's,m,sourcing,2,31,3,8,0,49,no_promoted
22898,Operations,region_15,Master's & above,f,other,1,45,4,19,0,58,no_promoted
65364,Sales & Marketing,region_1,Master's & above,m,sourcing,1,42,1,7,0,48,no_promoted
22218,Operations,region_22,Bachelor's,f,referred,1,36,5,7,0,68,promoted
75796,Finance,region_2,Master's & above,m,sourcing,1,40,4,7,0,60,no_promoted
74449,Finance,region_2,Bachelor's,f,sourcing,1,26,5,4,0,,no_promoted
75484,Operations,region_5,Bachelor's,m,other,1,32,3,4,0,64,no_promoted
45602,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,28,4,1,0,50,no_promoted
46142,R&D,region_15,Bachelor's,m,other,1,30,4,1,0,86,no_promoted
23959,Sales & Marketing,region_13,,m,other,1,37,3,3,0,49,no_promoted
67868,Technology,region_7,Master's & above,m,sourcing,2,35,3,5,0,86,no_promoted
53738,HR,region_2,Below Secondary,f,sourcing,1,24,,1,0,49,no_promoted
77752,Procurement,region_2,Bachelor's,m,other,1,39,3,7,0,69,no_promoted
29331,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,58,3,4,0,52,no_promoted
63557,Procurement,region_10,Master's & above,m,other,1,33,5,2,1,91,promoted
38643,Analytics,region_13,Bachelor's,f,sourcing,2,30,5,7,0,85,no_promoted
67439,Procurement,region_2,Bachelor's,f,other,1,26,3,2,0,67,promoted
36334,Technology,region_2,Bachelor's,m,other,2,28,4,4,0,78,no_promoted
3082,Sales & Marketing,region_7,Master's & above,m,sourcing,2,45,1,6,0,51,no_promoted
31140,Analytics,region_32,Bachelor's,m,other,1,31,4,2,0,82,no_promoted
24185,Operations,region_16,Bachelor's,m,sourcing,1,23,,1,0,62,no_promoted
62849,Technology,region_27,Bachelor's,m,other,1,29,2,7,0,82,no_promoted
57615,Legal,region_2,Bachelor's,f,sourcing,1,28,,1,0,58,no_promoted
59225,Operations,region_12,Bachelor's,f,other,1,39,5,10,0,60,no_promoted
4835,Technology,region_7,Bachelor's,f,other,1,29,2,4,0,78,no_promoted
37117,R&D,region_26,Bachelor's,m,other,1,36,1,4,0,86,no_promoted
30203,Procurement,region_2,Below Secondary,f,other,1,20,,1,0,71,no_promoted
36670,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,29,5,3,0,50,no_promoted
44742,R&D,region_3,Master's & above,m,other,1,37,3,5,0,84,no_promoted
12243,Procurement,region_15,Bachelor's,m,other,1,46,1,7,0,74,no_promoted
24410,Sales & Marketing,region_7,Master's & above,m,sourcing,1,51,2,9,0,52,no_promoted
11370,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,35,3,7,0,50,promoted
43773,Technology,region_22,Bachelor's,m,other,1,30,2,8,0,79,no_promoted
66405,Analytics,region_2,Bachelor's,m,other,1,39,5,2,0,82,no_promoted
23935,Finance,region_4,Bachelor's,m,other,1,29,5,5,0,63,no_promoted
36884,Operations,region_7,Bachelor's,f,other,1,30,5,2,0,60,no_promoted
3396,Technology,region_4,Bachelor's,f,other,1,46,5,10,0,80,no_promoted
27139,Operations,region_7,Bachelor's,m,other,1,38,3,8,0,,no_promoted
50113,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,35,5,11,0,52,no_promoted
20219,Technology,region_2,Bachelor's,m,sourcing,1,32,1,2,0,82,no_promoted
19539,Analytics,region_23,Bachelor's,m,other,1,32,5,5,0,79,no_promoted
47361,Operations,region_22,Master's & above,m,sourcing,1,51,3,21,0,58,promoted
55381,Legal,region_22,Bachelor's,m,other,1,29,5,3,0,57,no_promoted
28975,Legal,region_2,Bachelor's,f,sourcing,1,27,,1,0,59,no_promoted
70801,R&D,region_22,Bachelor's,m,other,3,36,5,8,0,81,no_promoted
74459,Analytics,region_22,Bachelor's,m,other,1,27,1,3,0,81,no_promoted
3400,Operations,region_2,Master's & above,f,sourcing,1,51,5,2,0,65,no_promoted
33958,R&D,region_2,Bachelor's,m,other,4,37,2,3,0,84,no_promoted
2812,Operations,region_31,Bachelor's,m,sourcing,1,33,5,6,0,59,no_promoted
75012,Sales & Marketing,region_12,Bachelor's,m,other,3,28,,1,0,47,promoted
55448,Operations,region_7,Bachelor's,f,sourcing,1,45,4,15,0,57,no_promoted
49039,Analytics,region_2,Bachelor's,m,sourcing,3,28,5,2,0,84,no_promoted
2397,Technology,region_22,Bachelor's,m,referred,1,26,4,3,0,81,no_promoted
41644,Operations,region_30,Bachelor's,f,other,1,29,4,3,0,58,no_promoted
48689,Technology,region_7,Bachelor's,m,sourcing,1,37,2,9,0,78,no_promoted
40616,Finance,region_7,Bachelor's,f,sourcing,1,28,5,2,0,62,no_promoted
61406,Sales & Marketing,region_30,Bachelor's,m,other,1,35,1,7,0,48,no_promoted
49917,Procurement,region_26,Bachelor's,f,sourcing,1,33,1,4,0,65,no_promoted
43260,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,32,3,3,0,46,no_promoted
39233,Technology,region_22,Bachelor's,f,referred,2,26,3,4,0,77,no_promoted
28782,Sales & Marketing,region_17,Master's & above,m,sourcing,1,35,3,10,0,48,promoted
62705,Operations,region_2,Bachelor's,m,sourcing,1,55,1,4,0,58,no_promoted
41213,Sales & Marketing,region_2,,m,other,1,33,3,5,0,47,no_promoted
2253,Procurement,region_11,Master's & above,f,other,1,37,3,9,0,73,no_promoted
55642,Technology,region_27,Bachelor's,f,other,1,26,4,2,0,79,no_promoted
36758,Sales & Marketing,region_16,Bachelor's,m,other,2,29,1,2,0,46,no_promoted
69695,Procurement,region_26,Bachelor's,f,other,1,27,,1,0,67,no_promoted
31117,Sales & Marketing,region_27,Bachelor's,m,other,2,32,4,7,0,83,promoted
75501,Sales & Marketing,region_28,Bachelor's,m,other,1,24,3,1,0,46,no_promoted
32054,Technology,region_4,Master's & above,f,sourcing,1,32,2,2,0,78,no_promoted
55860,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,38,4,7,0,46,promoted
68503,Analytics,region_2,Bachelor's,m,sourcing,2,39,3,2,0,83,no_promoted
4577,Sales & Marketing,region_27,Bachelor's,m,other,3,28,1,2,0,48,no_promoted
33729,Technology,region_26,Bachelor's,f,sourcing,1,31,3,4,0,80,no_promoted
73043,Procurement,region_22,Master's & above,m,other,1,40,1,6,0,70,no_promoted
33583,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,3,4,0,48,no_promoted
8916,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,2,6,0,86,promoted
70756,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,34,3,9,0,52,no_promoted
31211,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,48,1,5,0,52,no_promoted
56379,Analytics,region_22,Bachelor's,f,other,1,26,3,2,0,87,promoted
69244,R&D,region_11,Master's & above,m,sourcing,1,34,5,7,0,80,no_promoted
55781,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,34,2,10,0,48,no_promoted
47097,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,41,3,14,0,49,no_promoted
25747,Operations,region_16,Bachelor's,m,sourcing,1,25,1,2,0,58,no_promoted
20243,Operations,region_7,Below Secondary,f,other,1,24,,1,0,59,no_promoted
61749,Sales & Marketing,region_24,Master's & above,m,sourcing,1,31,,1,0,48,no_promoted
74010,Sales & Marketing,region_23,Master's & above,m,sourcing,2,31,1,5,0,51,no_promoted
48237,Technology,region_31,Master's & above,f,sourcing,1,37,3,2,0,83,no_promoted
50425,Sales & Marketing,region_7,Bachelor's,f,other,2,29,,1,0,52,no_promoted
43361,Technology,region_8,Bachelor's,m,sourcing,1,31,1,5,0,84,no_promoted
77088,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,26,5,2,0,51,no_promoted
57291,Operations,region_29,Bachelor's,m,other,1,28,3,5,0,57,no_promoted
21997,Operations,region_28,Bachelor's,f,other,1,28,3,2,0,59,no_promoted
45533,Operations,region_7,Bachelor's,m,sourcing,1,29,1,3,0,,no_promoted
27539,Procurement,region_31,Bachelor's,m,other,1,33,3,7,0,68,no_promoted
66296,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,28,3,5,0,52,no_promoted
54799,Sales & Marketing,region_2,,m,referred,1,25,4,2,0,47,no_promoted
34749,Technology,region_27,Bachelor's,f,sourcing,1,34,3,9,0,76,no_promoted
29057,Procurement,region_13,Master's & above,f,sourcing,1,41,3,2,0,70,no_promoted
36438,Analytics,region_17,Bachelor's,m,sourcing,1,33,3,3,0,84,no_promoted
34656,Operations,region_31,Bachelor's,m,sourcing,1,37,3,3,0,58,no_promoted
24635,Sales & Marketing,region_23,Bachelor's,m,other,1,29,,1,0,51,no_promoted
38617,Sales & Marketing,region_15,Master's & above,m,other,1,43,2,10,0,48,no_promoted
36055,Finance,region_31,Bachelor's,m,other,2,24,3,2,0,53,no_promoted
40100,Finance,region_22,Bachelor's,f,sourcing,1,28,,1,0,58,no_promoted
72067,Sales & Marketing,region_2,Master's & above,f,sourcing,1,41,3,14,0,50,no_promoted
57559,Sales & Marketing,region_22,Bachelor's,f,referred,2,27,,1,0,49,no_promoted
49971,Analytics,region_32,Bachelor's,f,sourcing,1,32,5,5,0,83,no_promoted
74444,Procurement,region_5,Bachelor's,m,other,1,32,4,4,0,72,no_promoted
56416,Analytics,region_25,Bachelor's,m,other,2,30,5,2,0,90,no_promoted
5893,Procurement,region_19,Master's & above,m,sourcing,1,52,1,5,0,71,no_promoted
71227,Procurement,region_2,Bachelor's,f,sourcing,1,55,3,8,0,73,no_promoted
50676,Sales & Marketing,region_2,Master's & above,m,sourcing,2,52,1,16,0,51,no_promoted
42564,Operations,region_2,Master's & above,m,sourcing,1,37,5,2,0,60,no_promoted
6028,Procurement,region_31,Bachelor's,f,other,2,37,5,7,0,67,no_promoted
42029,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,1,9,0,50,no_promoted
71372,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,3,7,0,49,no_promoted
69732,Operations,region_2,Bachelor's,m,sourcing,1,39,5,13,0,63,no_promoted
23371,Sales & Marketing,region_2,Master's & above,m,other,1,34,3,10,0,46,no_promoted
43439,Procurement,region_2,Master's & above,m,other,1,36,5,6,0,70,promoted
21773,Procurement,region_26,Bachelor's,m,other,1,42,5,4,0,69,no_promoted
74627,Procurement,region_2,Bachelor's,f,sourcing,1,32,3,7,0,68,no_promoted
66737,HR,region_4,Bachelor's,m,sourcing,1,40,4,10,0,52,no_promoted
69596,Sales & Marketing,region_13,Master's & above,m,other,1,34,3,7,0,53,no_promoted
33614,Procurement,region_11,Bachelor's,m,other,1,31,3,3,0,73,no_promoted
28955,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,4,5,0,53,no_promoted
2046,Sales & Marketing,region_15,Bachelor's,m,other,2,37,1,7,0,43,no_promoted
56265,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,29,1,4,0,51,no_promoted
18398,R&D,region_2,Master's & above,m,other,1,42,5,5,0,81,promoted
4233,Sales & Marketing,region_22,Master's & above,m,other,1,31,1,6,0,53,no_promoted
73840,Operations,region_30,Bachelor's,m,other,1,33,4,3,0,58,no_promoted
14763,Technology,region_24,Bachelor's,m,other,1,32,2,8,0,81,no_promoted
35472,Operations,region_16,Bachelor's,f,other,1,32,3,8,0,59,no_promoted
9551,Procurement,region_2,Bachelor's,f,other,1,29,5,2,0,70,no_promoted
59832,Analytics,region_12,Bachelor's,m,sourcing,2,39,5,4,0,86,no_promoted
18448,Procurement,region_2,Bachelor's,m,sourcing,1,43,5,13,0,67,no_promoted
24904,Finance,region_22,Bachelor's,m,other,1,30,3,7,0,59,no_promoted
16568,Operations,region_8,Bachelor's,m,sourcing,1,33,5,7,0,,no_promoted
27006,Operations,region_19,Bachelor's,m,sourcing,1,25,4,2,0,62,no_promoted
53845,Finance,region_22,Bachelor's,m,other,2,30,1,7,0,64,no_promoted
70174,Finance,region_19,Bachelor's,m,sourcing,1,29,3,3,0,73,promoted
58121,Operations,region_2,Bachelor's,m,sourcing,1,57,2,6,0,60,no_promoted
18378,Technology,region_2,Bachelor's,f,other,1,52,2,24,0,78,no_promoted
33019,Procurement,region_31,Bachelor's,f,other,3,31,3,6,1,99,promoted
53572,Analytics,region_28,Bachelor's,m,other,1,31,3,6,0,87,no_promoted
42153,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,29,1,7,0,50,no_promoted
58848,Operations,region_30,Bachelor's,m,other,1,33,3,5,0,58,no_promoted
20146,Procurement,region_7,Master's & above,f,other,1,44,3,3,0,68,no_promoted
9571,Procurement,region_1,Bachelor's,m,sourcing,1,28,3,5,0,70,no_promoted
8206,Operations,region_14,Bachelor's,m,other,1,29,2,5,0,63,no_promoted
70531,Sales & Marketing,region_2,,m,sourcing,2,38,4,9,0,53,no_promoted
7847,Sales & Marketing,region_22,Bachelor's,m,other,2,33,1,7,0,46,no_promoted
48573,HR,region_22,Bachelor's,m,sourcing,1,24,5,2,0,51,no_promoted
74956,Sales & Marketing,region_23,Bachelor's,m,other,1,43,4,7,0,48,no_promoted
65196,Sales & Marketing,region_23,Bachelor's,m,other,1,36,1,8,0,49,no_promoted
61228,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,2,2,0,50,no_promoted
21093,Technology,region_2,Master's & above,f,sourcing,2,37,2,4,0,79,no_promoted
51155,Procurement,region_16,Bachelor's,m,other,1,28,1,4,0,73,no_promoted
1831,HR,region_7,Master's & above,m,sourcing,1,31,3,5,0,48,no_promoted
12641,Analytics,region_26,Bachelor's,f,other,2,29,3,5,0,85,no_promoted
12906,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,32,4,4,0,49,no_promoted
7383,Operations,region_34,Master's & above,f,sourcing,1,35,3,6,0,58,no_promoted
46204,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,46,1,17,0,46,no_promoted
6198,Operations,region_4,Bachelor's,f,sourcing,1,35,4,2,0,62,no_promoted
34657,Sales & Marketing,region_32,,m,other,1,26,,1,0,47,no_promoted
39598,HR,region_4,Bachelor's,m,sourcing,1,27,3,4,0,52,promoted
32688,Analytics,region_22,Bachelor's,f,other,2,29,5,3,0,84,no_promoted
61113,Sales & Marketing,region_28,Master's & above,f,sourcing,1,31,,1,0,51,no_promoted
51962,Analytics,region_7,Bachelor's,f,other,1,28,5,2,0,81,no_promoted
13916,Operations,region_8,Master's & above,f,other,1,31,4,5,0,59,no_promoted
25288,Procurement,region_23,Bachelor's,f,sourcing,1,33,3,10,0,67,no_promoted
26299,Sales & Marketing,region_2,Master's & above,m,other,2,40,3,12,0,50,no_promoted
70705,Technology,region_5,Bachelor's,m,other,1,31,1,7,0,81,no_promoted
46669,Sales & Marketing,region_7,Bachelor's,m,other,1,52,3,20,0,49,no_promoted
44701,Operations,region_12,Bachelor's,m,other,1,32,1,7,0,53,no_promoted
62070,Technology,region_27,Bachelor's,m,sourcing,2,27,,1,0,73,no_promoted
44352,Operations,region_22,Bachelor's,f,sourcing,1,31,3,6,0,64,no_promoted
24845,Sales & Marketing,region_1,Master's & above,m,sourcing,1,34,2,7,0,50,no_promoted
67986,Technology,region_5,Bachelor's,f,other,1,36,3,3,0,77,no_promoted
72349,Analytics,region_22,Master's & above,m,sourcing,2,48,3,3,0,86,no_promoted
33167,Operations,region_2,Bachelor's,m,other,1,46,3,7,0,66,no_promoted
55239,Operations,region_7,Bachelor's,m,other,1,29,5,5,0,59,no_promoted
21322,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,32,3,7,0,51,no_promoted
52332,Operations,region_22,Master's & above,m,other,1,58,5,16,0,59,no_promoted
47837,Finance,region_11,Bachelor's,m,other,1,25,4,2,0,59,no_promoted
33558,Sales & Marketing,region_23,,m,sourcing,1,29,4,4,0,50,no_promoted
5901,Finance,region_15,Master's & above,m,other,1,32,5,6,0,57,no_promoted
56158,Operations,region_15,Bachelor's,m,other,1,27,3,3,0,60,no_promoted
24561,Operations,region_2,Below Secondary,m,other,1,24,,1,0,58,no_promoted
9084,Sales & Marketing,region_33,Bachelor's,m,other,1,36,3,5,0,53,no_promoted
38962,Procurement,region_2,Bachelor's,f,other,1,31,5,7,1,69,no_promoted
7676,Procurement,region_2,Bachelor's,f,other,1,30,3,2,0,69,no_promoted
15796,Operations,region_26,Bachelor's,f,other,1,25,2,2,0,63,no_promoted
16179,R&D,region_23,Master's & above,m,sourcing,3,34,3,3,0,82,no_promoted
58404,Finance,region_22,Bachelor's,m,sourcing,3,27,3,5,0,60,no_promoted
7104,Procurement,region_31,Bachelor's,m,sourcing,1,37,3,12,0,68,no_promoted
19342,Operations,region_19,Bachelor's,m,other,1,38,1,5,0,60,no_promoted
11392,Operations,region_7,Bachelor's,f,other,1,39,3,7,0,,no_promoted
4108,Operations,region_30,Bachelor's,m,other,1,29,5,5,0,57,no_promoted
42351,Procurement,region_15,Master's & above,f,sourcing,1,41,5,12,0,69,no_promoted
18,Operations,region_24,Bachelor's,f,sourcing,1,33,3,4,1,57,no_promoted
52786,Operations,region_2,Bachelor's,m,other,1,52,4,7,0,57,no_promoted
9453,Sales & Marketing,region_7,Bachelor's,m,other,2,31,1,4,0,48,no_promoted
64621,Technology,region_22,Bachelor's,m,other,2,28,5,3,1,89,promoted
26927,Analytics,region_22,Bachelor's,m,sourcing,1,28,3,4,0,85,no_promoted
11884,Sales & Marketing,region_2,Master's & above,f,sourcing,1,40,5,4,0,47,promoted
10454,Sales & Marketing,region_7,Bachelor's,m,other,2,32,3,4,0,55,no_promoted
58756,Operations,region_15,Bachelor's,f,other,1,40,3,13,0,60,no_promoted
11622,Operations,region_22,Bachelor's,f,other,2,32,5,3,0,77,promoted
21710,Sales & Marketing,region_7,Bachelor's,m,other,1,29,5,2,1,55,promoted
39638,Technology,region_6,Bachelor's,m,sourcing,2,33,4,8,0,79,no_promoted
77720,Operations,region_24,Master's & above,f,other,2,33,3,9,0,60,no_promoted
25339,Sales & Marketing,region_2,,m,sourcing,1,44,4,4,0,49,no_promoted
67232,Sales & Marketing,region_26,Bachelor's,f,other,1,33,1,7,0,50,no_promoted
503,Operations,region_4,Bachelor's,m,other,1,32,4,3,0,58,no_promoted
41839,Sales & Marketing,region_7,,m,sourcing,1,25,1,3,0,48,no_promoted
24535,Operations,region_22,Master's & above,m,other,1,35,5,9,0,,promoted
28002,Sales & Marketing,region_28,Master's & above,m,other,1,39,4,4,0,51,no_promoted
101,Sales & Marketing,region_2,,m,other,2,23,3,2,0,49,no_promoted
67481,Procurement,region_16,Bachelor's,f,sourcing,1,40,4,5,0,69,no_promoted
9381,Procurement,region_15,Bachelor's,m,sourcing,1,35,3,3,0,68,no_promoted
9862,Sales & Marketing,region_26,Bachelor's,m,other,1,28,1,5,0,50,no_promoted
38966,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,3,10,0,48,no_promoted
59229,Operations,region_2,Bachelor's,f,other,2,29,5,2,0,56,no_promoted
62051,Sales & Marketing,region_7,Master's & above,m,other,2,35,5,9,0,52,promoted
57299,HR,region_6,Bachelor's,f,other,1,26,4,3,0,50,no_promoted
61745,HR,region_2,Bachelor's,m,sourcing,1,49,1,8,0,51,no_promoted
44652,HR,region_16,Bachelor's,m,other,1,25,4,1,0,52,no_promoted
70672,Analytics,region_9,Bachelor's,m,sourcing,1,29,3,2,0,82,no_promoted
70675,Procurement,region_22,Master's & above,m,sourcing,1,43,,1,0,71,no_promoted
17784,Operations,region_8,Bachelor's,m,other,1,28,5,2,0,56,no_promoted
69032,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,37,4,10,0,48,no_promoted
21744,HR,region_26,Bachelor's,m,sourcing,1,28,3,6,0,49,no_promoted
28209,Operations,region_2,Bachelor's,m,other,1,35,4,7,0,59,no_promoted
26259,Operations,region_27,Bachelor's,f,other,1,30,5,5,0,96,promoted
16322,Analytics,region_27,Bachelor's,m,sourcing,1,35,5,4,0,83,no_promoted
28118,Legal,region_2,Below Secondary,f,other,1,26,5,2,0,62,no_promoted
28255,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,3,15,0,48,no_promoted
24732,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3,2,0,57,no_promoted
74281,Operations,region_2,Bachelor's,m,other,2,43,4,7,0,60,no_promoted
27367,Sales & Marketing,region_7,Bachelor's,f,other,2,31,2,3,0,52,no_promoted
21049,HR,region_2,Master's & above,f,sourcing,1,59,4,18,0,49,no_promoted
35307,HR,region_2,Master's & above,m,other,1,39,4,4,0,52,no_promoted
151,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,5,24,0,50,no_promoted
59406,Technology,region_31,Bachelor's,m,other,2,28,5,4,0,82,no_promoted
